Record ID,Count point id,Direction of travel,Year,Count date,hour,Region id,Region name,Local authority name,Road name,Road Category ID,Start junction road name,End junction road name,Latitude,Longitude,Link length km,Pedal cycles,Two wheeled motor vehicles,Cars and taxis,Buses and coaches,LGV Type,HGV Type,EV Car,EV Bike
1,749,E,2014,6/25/2014 0:00,7,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,2,845,5,31,15,4,4
2,749,E,2014,6/25/2014 0:00,8,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,5,908,7,103,29,3,2
3,749,E,2014,6/25/2014 0:00,9,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,2,595,14,88,21,3,5
4,749,E,2014,6/25/2014 0:00,10,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,1,590,8,90,31,6,10
5,749,E,2014,6/25/2014 0:00,11,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,2,695,18,75,38,2,2
6,749,E,2014,6/25/2014 0:00,12,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,2,607,7,90,16,5,2
7,749,W,2014,6/25/2014 0:00,13,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,1,731,6,93,21,9,3
8,749,W,2014,6/25/2014 0:00,14,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,0,809,10,102,24,8,4
9,749,W,2014,6/25/2014 0:00,15,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,6,755,12,134,23,5,2
10,749,W,2014,6/25/2014 0:00,16,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,6,936,13,181,21,1,1
11,749,W,2014,6/25/2014 0:00,17,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,4,1117,17,93,6,2,2
12,749,W,2014,6/25/2014 0:00,18,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,5,860,7,61,1,3,2
13,749,W,2014,6/25/2014 0:00,7,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,2,703,5,199,41,4,7
14,749,W,2014,6/25/2014 0:00,8,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,0,925,10,193,46,2,4
15,749,W,2014,6/25/2014 0:00,9,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,4,851,10,164,29,6,6
16,749,W,2014,6/25/2014 0:00,10,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,1,588,18,104,24,7,6
17,749,W,2014,6/25/2014 0:00,11,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,3,578,11,105,25,6,1
18,749,W,2014,6/25/2014 0:00,12,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,0,623,7,79,26,4,1
19,749,E,2014,6/25/2014 0:00,13,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,1,620,6,82,28,3,11
20,749,E,2014,6/25/2014 0:00,14,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,2,655,9,111,27,9,6
21,749,E,2014,6/25/2014 0:00,15,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,0,815,13,105,29,13,8
22,749,E,2014,6/25/2014 0:00,16,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,4,875,7,149,22,2,3
23,749,E,2014,6/25/2014 0:00,17,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,0,1113,9,89,19,6,4
24,749,E,2014,6/25/2014 0:00,18,3,Scotland,East Ayrshire,A77,3,LA boundary,A76,55.59163646,-4.478605862,4.6,0,2,815,4,54,10,1,2
25,7033,W,2014,5/12/2014 0:00,18,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,1,3,541,3,66,4,0,0
26,7033,E,2014,5/12/2014 0:00,7,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,1,2,499,5,143,12,5,0
27,7033,E,2014,5/12/2014 0:00,8,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,2,3,645,5,117,9,8,0
28,7033,E,2014,5/12/2014 0:00,9,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,0,2,653,8,131,10,6,5
29,7033,E,2014,5/12/2014 0:00,10,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,0,1,648,5,122,20,8,2
30,7033,E,2014,5/12/2014 0:00,11,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,0,1,621,4,95,16,10,7
31,7033,W,2014,5/12/2014 0:00,12,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,2,2,667,5,135,14,8,1
32,7033,W,2014,5/12/2014 0:00,13,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,1,0,589,5,119,14,3,2
33,7033,W,2014,5/12/2014 0:00,14,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,1,3,622,3,86,14,3,1
34,7033,W,2014,5/12/2014 0:00,15,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,2,3,822,5,116,20,12,1
35,7033,W,2014,5/12/2014 0:00,16,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,0,5,821,3,132,6,3,3
36,7033,W,2014,5/12/2014 0:00,17,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,4,5,762,4,100,3,2,0
37,7033,E,2014,5/12/2014 0:00,18,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,1,4,488,1,23,3,1,0
38,7033,W,2014,5/12/2014 0:00,7,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,2,2,403,6,141,6,2,2
39,7033,W,2014,5/12/2014 0:00,8,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,5,3,607,8,101,21,8,3
40,7033,W,2014,5/12/2014 0:00,9,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,1,2,560,4,80,22,9,2
41,7033,W,2014,5/12/2014 0:00,10,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,1,2,789,4,116,18,4,2
42,7033,W,2014,5/12/2014 0:00,11,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,0,2,710,5,104,15,9,5
43,7033,E,2014,5/12/2014 0:00,12,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,0,0,586,3,87,14,8,5
44,7033,E,2014,5/12/2014 0:00,13,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,3,3,731,4,100,11,6,3
45,7033,E,2014,5/12/2014 0:00,14,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,0,6,731,4,150,8,7,2
46,7033,E,2014,5/12/2014 0:00,15,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,1,9,756,5,127,15,6,0
47,7033,E,2014,5/12/2014 0:00,16,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,0,3,636,6,149,10,1,1
48,7033,E,2014,5/12/2014 0:00,17,1,South West,Cornwall excluding Isles of Scilly,A390,4,B3273,Charlestown Road roundabout,50.33403384,-4.783570655,1.9,2,7,560,9,70,9,2,3
49,18029,E,2014,6/11/2014 0:00,7,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,13,1191,1,184,38,3,3
50,18029,E,2014,6/11/2014 0:00,8,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,11,1935,7,144,34,2,15
51,18029,E,2014,6/11/2014 0:00,9,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,1,5,1762,14,186,51,4,24
52,18029,E,2014,6/11/2014 0:00,10,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,6,854,3,194,40,5,11
53,18029,E,2014,6/11/2014 0:00,11,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,2,835,4,180,41,5,9
54,18029,E,2014,6/11/2014 0:00,12,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,9,898,5,231,39,4,12
55,18029,W,2014,6/11/2014 0:00,13,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,8,900,2,200,39,3,11
56,18029,W,2014,6/11/2014 0:00,14,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,5,1011,4,206,28,9,13
57,18029,W,2014,6/11/2014 0:00,15,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,13,1184,6,236,24,3,9
58,18029,W,2014,6/11/2014 0:00,16,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,16,1757,6,255,17,1,6
59,18029,W,2014,6/11/2014 0:00,17,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,14,2312,5,96,19,0,1
60,18029,W,2014,6/11/2014 0:00,18,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,6,1580,5,74,13,2,4
61,18029,W,2014,6/11/2014 0:00,7,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,1,21,1658,4,403,25,2,8
62,18029,W,2014,6/11/2014 0:00,8,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,15,1488,7,217,26,5,12
63,18029,W,2014,6/11/2014 0:00,9,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,12,1495,18,188,39,7,20
64,18029,W,2014,6/11/2014 0:00,10,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,4,779,2,217,30,5,9
65,18029,W,2014,6/11/2014 0:00,11,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,3,925,6,193,28,5,14
66,18029,W,2014,6/11/2014 0:00,12,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,4,1115,7,137,24,6,15
67,18029,E,2014,6/11/2014 0:00,13,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,1,935,2,257,32,3,8
68,18029,E,2014,6/11/2014 0:00,14,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,5,1426,12,284,49,4,15
69,18029,E,2014,6/11/2014 0:00,15,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,18,1495,14,315,44,3,10
70,18029,E,2014,6/11/2014 0:00,16,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,23,1435,7,345,26,2,9
71,18029,E,2014,6/11/2014 0:00,17,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,23,1574,5,262,12,0,1
72,18029,E,2014,6/11/2014 0:00,18,7,East of England,Hertfordshire,A602,4,A1(M),A1072,51.88814129,-0.203870303,0.6,0,18,1667,6,211,9,0,0
73,6496,N,2016,5/10/2016 0:00,7,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,99,0,33,3,0,2
74,6496,N,2016,5/10/2016 0:00,8,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,113,1,23,2,1,2
75,6496,N,2016,5/10/2016 0:00,9,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,137,0,29,0,2,2
76,6496,N,2016,5/10/2016 0:00,10,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,89,0,26,4,1,3
77,6496,N,2016,5/10/2016 0:00,11,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,72,0,26,3,5,3
78,6496,N,2016,5/10/2016 0:00,12,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,76,0,18,3,1,1
79,6496,S,2016,5/10/2016 0:00,13,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,94,0,26,5,0,5
80,6496,S,2016,5/10/2016 0:00,14,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,97,0,34,8,2,5
81,6496,S,2016,5/10/2016 0:00,15,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,136,1,24,1,4,1
82,6496,S,2016,5/10/2016 0:00,16,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,178,1,29,1,2,1
83,6496,S,2016,5/10/2016 0:00,17,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,1,189,0,24,4,0,0
84,6496,S,2016,5/10/2016 0:00,18,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,1,142,0,24,3,0,0
85,6496,S,2016,5/10/2016 0:00,7,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,1,177,1,28,1,1,0
86,6496,S,2016,5/10/2016 0:00,8,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,1,258,1,28,1,3,0
87,6496,S,2016,5/10/2016 0:00,9,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,2,142,0,27,9,5,6
88,6496,S,2016,5/10/2016 0:00,10,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,2,114,0,21,1,1,1
89,6496,S,2016,5/10/2016 0:00,11,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,101,0,30,8,2,3
90,6496,S,2016,5/10/2016 0:00,12,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,1,100,0,15,6,0,3
91,6496,N,2016,5/10/2016 0:00,13,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,100,0,20,3,0,3
92,6496,N,2016,5/10/2016 0:00,14,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,1,109,0,30,6,2,2
93,6496,N,2016,5/10/2016 0:00,15,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,108,0,32,2,2,0
94,6496,N,2016,5/10/2016 0:00,16,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,0,197,2,40,2,1,0
95,6496,N,2016,5/10/2016 0:00,17,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,4,334,1,35,2,0,0
96,6496,N,2016,5/10/2016 0:00,18,1,South West,Gloucestershire,A46,4,LA Boundary,A4135,51.59633778,-2.29012807,8.8,0,1,232,0,21,1,0,0
97,6178,E,2016,9/13/2016 0:00,7,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,20,3598,6,1090,183,47,33
98,6178,E,2016,9/13/2016 0:00,8,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,24,3582,7,862,204,8,43
99,6178,E,2016,9/13/2016 0:00,9,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,15,3148,10,777,185,13,47
100,6178,E,2016,9/13/2016 0:00,10,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,13,2644,9,708,137,36,44
101,6178,E,2016,9/13/2016 0:00,11,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,6,2451,2,702,155,10,50
102,6178,E,2016,9/13/2016 0:00,12,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,13,2413,2,813,156,25,21
103,6178,W,2016,9/13/2016 0:00,13,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,10,2439,3,782,196,18,40
104,6178,W,2016,9/13/2016 0:00,14,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,10,2725,7,823,173,32,35
105,6178,W,2016,9/13/2016 0:00,15,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,12,2988,4,944,133,28,22
106,6178,W,2016,9/13/2016 0:00,16,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,18,3596,5,827,124,8,12
107,6178,W,2016,9/13/2016 0:00,17,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,34,3752,7,631,86,18,3
108,6178,W,2016,9/13/2016 0:00,18,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,27,3329,4,479,48,8,7
109,6178,W,2016,9/13/2016 0:00,7,7,East of England,Hertfordshire,M25,1,23,22,51.69555463,-0.240444924,4.8,0,32,3405,5,1115,128,43,28
