Record ID,Count point id,Direction of travel,Year,Count date,hour,Region id,Region name,Local authority name,Road name,Road Category ID,Start junction road name,End junction road name,Latitude,Longitude,Link length km,Pedal cycles,Two wheeled motor vehicles,Cars and taxis,Buses and coaches,LGV Type,HGV Type,EV Car,EV Bike
55639,99319,W,2014,5/15/2014 0:00,15,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,7,21,1684,9,342,46,2,10
55640,99319,W,2014,5/15/2014 0:00,16,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,3,33,1708,8,317,34,3,2
55641,99319,W,2014,5/15/2014 0:00,17,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,6,31,1736,8,216,20,1,0
55642,99319,W,2014,5/15/2014 0:00,18,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,4,18,1463,6,129,11,1,0
55643,99319,W,2014,5/15/2014 0:00,7,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,5,38,1369,7,320,32,8,12
55644,99319,W,2014,5/15/2014 0:00,8,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,2,24,1304,11,237,59,9,12
55645,99319,W,2014,5/15/2014 0:00,9,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,1,10,1233,7,296,65,11,13
55646,99319,W,2014,5/15/2014 0:00,10,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,2,14,1128,6,286,88,12,19
55647,99319,W,2014,5/15/2014 0:00,11,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,1,10,1216,7,326,43,10,23
55648,99319,W,2014,5/15/2014 0:00,12,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,0,23,1255,5,293,83,17,13
55649,99319,E,2014,5/15/2014 0:00,13,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,4,22,1206,9,307,53,4,14
55650,99319,E,2014,5/15/2014 0:00,14,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,6,8,1190,10,247,55,21,16
55651,99319,E,2014,5/15/2014 0:00,15,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,5,28,1450,14,353,55,7,18
55652,99319,E,2014,5/15/2014 0:00,16,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,4,11,1557,9,237,49,3,13
55653,99319,E,2014,5/15/2014 0:00,17,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,9,45,1657,4,309,16,4,1
55654,99319,E,2014,5/15/2014 0:00,18,7,East of England,Southend-on-Sea,A127,4,A1015,A1158,51.56316493,0.670539065,0.7,15,35,1843,7,245,12,0,0
55655,942756,W,2014,9/11/2014 0:00,13,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,13,9,428,17,82,17,0,4
55656,942756,W,2014,9/11/2014 0:00,14,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,12,9,467,25,92,11,0,1
55657,942756,W,2014,9/11/2014 0:00,15,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,13,10,513,20,81,11,1,2
55658,942756,W,2014,9/11/2014 0:00,16,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,20,9,385,24,65,5,2,1
55659,942756,W,2014,9/11/2014 0:00,17,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,27,17,469,16,46,5,0,0
55660,942756,W,2014,9/11/2014 0:00,18,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,31,5,458,16,39,4,0,1
55661,942756,W,2014,9/11/2014 0:00,7,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,28,9,453,19,204,24,2,2
55662,942756,W,2014,9/11/2014 0:00,8,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,27,14,516,26,131,22,0,2
55663,942756,W,2014,9/11/2014 0:00,9,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,15,8,530,32,161,7,4,2
55664,942756,W,2014,9/11/2014 0:00,10,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,12,4,431,31,91,4,0,7
55665,942756,W,2014,9/11/2014 0:00,11,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,7,8,401,17,90,7,1,1
55666,942756,W,2014,9/11/2014 0:00,12,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,5,8,453,23,94,12,2,2
55667,942756,E,2014,9/11/2014 0:00,13,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,18,7,445,18,127,19,1,5
55668,942756,E,2014,9/11/2014 0:00,14,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,11,5,488,20,160,11,5,5
55669,942756,E,2014,9/11/2014 0:00,15,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,11,10,566,17,151,6,3,1
55670,942756,E,2014,9/11/2014 0:00,16,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,8,10,621,33,150,7,0,6
55671,942756,E,2014,9/11/2014 0:00,17,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,22,15,644,15,143,14,0,1
55672,942756,E,2014,9/11/2014 0:00,18,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,22,10,663,18,106,13,0,0
55673,942756,E,2014,9/11/2014 0:00,7,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,21,10,319,16,73,11,3,2
55674,942756,E,2014,9/11/2014 0:00,8,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,48,6,476,16,65,17,0,5
55675,942756,E,2014,9/11/2014 0:00,9,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,20,8,418,20,66,22,0,1
55676,942756,E,2014,9/11/2014 0:00,10,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,8,8,400,27,95,18,1,4
55677,942756,E,2014,9/11/2014 0:00,11,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,9,14,364,13,90,19,1,6
55678,942756,E,2014,9/11/2014 0:00,12,6,London,Lewisham,B236,5,,,51.45649958,-0.021908433,,18,19,422,19,96,22,2,4
55679,942831,N,2014,10/14/2014 0:00,7,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,6,3,343,6,51,8,0,1
55680,942831,N,2014,10/14/2014 0:00,8,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,3,14,390,3,37,16,0,0
55681,942831,N,2014,10/14/2014 0:00,9,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,0,3,366,9,57,15,1,4
55682,942831,N,2014,10/14/2014 0:00,10,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,1,4,330,5,71,23,0,1
55683,942831,N,2014,10/14/2014 0:00,11,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,0,2,397,3,65,17,0,2
55684,942831,N,2014,10/14/2014 0:00,12,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,1,6,388,5,56,22,0,0
55685,942831,S,2014,10/14/2014 0:00,13,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,2,8,602,5,107,35,0,3
55686,942831,S,2014,10/14/2014 0:00,14,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,3,11,610,4,96,27,1,2
55687,942831,S,2014,10/14/2014 0:00,15,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,4,7,681,10,97,19,0,2
55688,942831,S,2014,10/14/2014 0:00,16,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,7,10,657,4,101,17,0,2
55689,942831,S,2014,10/14/2014 0:00,17,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,4,5,722,3,100,11,1,0
55690,942831,S,2014,10/14/2014 0:00,18,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,2,12,741,7,71,8,0,0
55691,942831,S,2014,10/14/2014 0:00,7,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,4,8,588,3,70,14,0,4
55692,942831,S,2014,10/14/2014 0:00,8,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,5,7,881,7,101,15,1,1
55693,942831,S,2014,10/14/2014 0:00,9,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,6,6,760,15,94,38,1,4
55694,942831,S,2014,10/14/2014 0:00,10,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,2,4,573,5,92,21,0,2
55695,942831,S,2014,10/14/2014 0:00,11,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,1,10,547,10,97,19,0,1
55696,942831,S,2014,10/14/2014 0:00,12,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,4,6,551,7,106,17,2,3
55697,942831,N,2014,10/14/2014 0:00,13,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,1,2,383,3,75,23,0,3
55698,942831,N,2014,10/14/2014 0:00,14,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,2,5,426,6,60,12,0,1
55699,942831,N,2014,10/14/2014 0:00,15,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,1,5,420,6,51,16,0,1
55700,942831,N,2014,10/14/2014 0:00,16,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,4,7,354,2,57,7,0,0
55701,942831,N,2014,10/14/2014 0:00,17,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,4,8,365,3,32,9,0,0
55702,942831,N,2014,10/14/2014 0:00,18,6,London,Redbridge,B177,5,,,51.58195421,0.117325267,,5,10,383,3,27,8,0,0
55703,942888,N,2014,5/15/2014 0:00,7,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,26,8,398,13,67,4,3,0
55704,942888,N,2014,5/15/2014 0:00,8,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,23,7,527,7,52,3,2,1
55705,942888,N,2014,5/15/2014 0:00,9,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,17,5,349,12,59,5,1,3
55706,942888,N,2014,5/15/2014 0:00,10,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,10,2,248,9,32,5,1,1
55707,942888,N,2014,5/15/2014 0:00,11,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,10,3,258,8,47,2,1,0
55708,942888,N,2014,5/15/2014 0:00,12,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,9,2,242,6,33,4,1,0
55709,942888,S,2014,5/15/2014 0:00,13,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,15,9,227,8,35,5,0,2
55710,942888,S,2014,5/15/2014 0:00,14,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,12,4,291,9,42,8,0,0
55711,942888,S,2014,5/15/2014 0:00,15,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,18,4,313,7,39,2,0,1
55712,942888,S,2014,5/15/2014 0:00,16,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,13,4,450,14,48,2,0,1
55713,942888,S,2014,5/15/2014 0:00,17,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,15,9,428,7,31,1,0,0
55714,942888,S,2014,5/15/2014 0:00,18,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,21,8,306,10,19,1,0,0
55715,942888,S,2014,5/15/2014 0:00,7,6,London,Kingston upon Thames,B283,5,,,51.40696319,-0.257885762,,10,2,242,10,20,3,3,0
