Record ID,Count point id,Direction of travel,Year,Count date,hour,Region id,Region name,Local authority name,Road name,Road Category ID,Start junction road name,End junction road name,Latitude,Longitude,Link length km,Pedal cycles,Two wheeled motor vehicles,Cars and taxis,Buses and coaches,LGV Type,HGV Type,EV Car,EV Bike
92731,26974,E,2015,6/22/2015 0:00,11,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,78,2,30,1,0,1
92732,26974,E,2015,6/22/2015 0:00,12,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,4,98,0,27,3,1,1
92733,26974,W,2015,6/22/2015 0:00,13,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,2,151,1,35,5,2,2
92734,26974,W,2015,6/22/2015 0:00,14,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,113,0,17,12,1,1
92735,26974,W,2015,6/22/2015 0:00,15,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,1,0,230,0,75,8,1,1
92736,26974,W,2015,6/22/2015 0:00,16,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,301,1,78,3,1,1
92737,26974,W,2015,6/22/2015 0:00,17,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,2,365,1,56,3,0,1
92738,26974,W,2015,6/22/2015 0:00,18,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,4,262,2,23,1,0,0
92739,26974,W,2015,6/22/2015 0:00,7,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,141,0,38,0,0,1
92740,26974,W,2015,6/22/2015 0:00,8,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,179,2,59,3,1,2
92741,26974,W,2015,6/22/2015 0:00,9,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,1,1,114,2,20,8,1,2
92742,26974,W,2015,6/22/2015 0:00,10,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,93,1,26,8,2,1
92743,26974,W,2015,6/22/2015 0:00,11,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,1,103,0,31,2,0,0
92744,26974,W,2015,6/22/2015 0:00,12,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,3,131,1,39,4,3,0
92745,26974,E,2015,6/22/2015 0:00,13,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,110,1,20,8,0,2
92746,26974,E,2015,6/22/2015 0:00,14,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,91,1,13,3,0,0
92747,26974,E,2015,6/22/2015 0:00,15,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,1,5,156,0,33,5,0,0
92748,26974,E,2015,6/22/2015 0:00,16,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,1,2,178,1,41,3,0,1
92749,26974,E,2015,6/22/2015 0:00,17,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,2,162,3,28,2,0,0
92750,26974,E,2015,6/22/2015 0:00,18,1,South West,Wiltshire,A342,4,B3098,Pewsey Rd/Church Lane Junction,51.30663401,-1.857929737,6.9,0,0,119,1,18,0,0,0
92751,27056,N,2015,10/14/2015 0:00,14,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,7,25,1752,29,227,21,7,2
92752,27056,N,2015,10/14/2015 0:00,15,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,5,42,1652,38,204,12,5,3
92753,27056,N,2015,10/14/2015 0:00,16,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,27,53,2054,37,246,24,5,2
92754,27056,N,2015,10/14/2015 0:00,17,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,29,53,1549,27,174,2,0,0
92755,27056,N,2015,10/14/2015 0:00,18,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,9,31,1629,31,132,8,2,0
92756,27056,S,2015,10/14/2015 0:00,7,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,34,56,1779,37,358,19,2,1
92757,27056,N,2015,10/14/2015 0:00,8,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,39,30,2143,35,217,30,7,1
92758,27056,N,2015,10/14/2015 0:00,9,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,4,20,1992,47,285,30,7,3
92759,27056,N,2015,10/14/2015 0:00,10,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,7,19,1511,35,229,32,8,0
92760,27056,N,2015,10/14/2015 0:00,11,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,10,31,1630,43,255,30,11,1
92761,27056,N,2015,10/14/2015 0:00,12,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,5,17,1557,31,227,26,8,4
92762,27056,N,2015,10/14/2015 0:00,13,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,5,33,1604,33,231,18,4,3
92763,27056,S,2015,10/14/2015 0:00,14,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,5,41,1938,31,229,12,12,2
92764,27056,S,2015,10/14/2015 0:00,15,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,24,36,2314,51,228,19,4,5
92765,27056,S,2015,10/14/2015 0:00,16,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,27,56,2498,34,264,15,2,1
92766,27056,S,2015,10/14/2015 0:00,17,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,57,49,2554,34,210,6,7,1
92767,27056,S,2015,10/14/2015 0:00,18,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,22,29,2034,33,154,2,1,0
92768,27056,N,2015,10/14/2015 0:00,7,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,40,49,2122,40,287,11,6,3
92769,27056,S,2015,10/14/2015 0:00,8,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,15,33,2175,39,203,25,7,4
92770,27056,S,2015,10/14/2015 0:00,9,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,4,13,1460,40,227,21,7,3
92771,27056,S,2015,10/14/2015 0:00,10,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,5,26,1669,35,229,30,11,5
92772,27056,S,2015,10/14/2015 0:00,11,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,15,17,1652,36,172,24,13,2
92773,27056,S,2015,10/14/2015 0:00,12,1,South West,Plymouth,A386,4,A38,B3413,50.40497684,-4.134271883,1.0,11,22,1743,31,207,20,10,4
